,lower,lower,lower,lower,lower,lower,lower,lower,lower,upper,upper,upper,upper,upper,upper,upper,upper,upper,val,val,val,val,val,val,val,val,val
measure,Deaths,Deaths,Deaths,Incidence,Incidence,Incidence,Prevalence,Prevalence,Prevalence,Deaths,Deaths,Deaths,Incidence,Incidence,Incidence,Prevalence,Prevalence,Prevalence,Deaths,Deaths,Deaths,Incidence,Incidence,Incidence,Prevalence,Prevalence,Prevalence
cause,Asthma,Chronic obstructive pulmonary disease,Chronic respiratory diseases,Asthma,Chronic obstructive pulmonary disease,Chronic respiratory diseases,Asthma,Chronic obstructive pulmonary disease,Chronic respiratory diseases,Asthma,Chronic obstructive pulmonary disease,Chronic respiratory diseases,Asthma,Chronic obstructive pulmonary disease,Chronic respiratory diseases,Asthma,Chronic obstructive pulmonary disease,Chronic respiratory diseases,Asthma,Chronic obstructive pulmonary disease,Chronic respiratory diseases,Asthma,Chronic obstructive pulmonary disease,Chronic respiratory diseases,Asthma,Chronic obstructive pulmonary disease,Chronic respiratory diseases
year,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,0.18484861840934314,4.601572390474341,5.233592261230349,74.2514178564354,30.825998318955207,155.06744047495258,614.9447909861249,476.32083162347243,1043.1261794192956,0.2464317890562257,5.865422258113579,6.732929273652713,112.13311311884092,35.04302466399244,200.68435603034249,807.7210534195328,544.4923018228092,1235.9164394499678,0.21811893174159058,5.409509470566567,6.239495371321055,91.1115496122178,32.976071592739956,176.4920713842419,698.8395126515171,511.25253506515617,1128.4559482064492
2001,0.178990409020213,4.686943739082901,5.33553420968654,74.78081871899066,31.1060878480732,155.1959668373739,619.5408286551365,477.7983680060861,1047.2232193215925,0.2433333428027676,6.06488524978307,6.970168469952506,111.36346126828725,35.09850273062428,200.49913451303317,805.9114933152355,539.5499487412069,1230.2658238963868,0.21587880395848277,5.577490069402255,6.437417065032136,91.08716877626877,33.166646427234625,176.72964189040852,700.5918565651525,509.8250386473345,1128.4449149416603
2002,0.17396998951182463,4.753108801587905,5.411250576254787,75.13668692205627,31.38954953983722,155.1082362661279,621.2274154351437,476.5603928490362,1047.5831069872434,0.2375657146510474,6.1923166813840265,7.115939525203794,110.31703578594711,35.038959772835526,199.76154584504047,806.1771637516457,533.0615963908427,1225.4058205907,0.21190701782336455,5.697190520888066,6.571972073094389,91.1319604811136,33.25859751029656,176.54712073651896,703.0981550784693,506.60683188237925,1127.216116064295
2003,0.16706498377243423,4.7182638163252895,5.3510487137622595,75.59073260278997,31.583926802576183,154.5770737492892,623.8805078296897,474.2651952428664,1047.1213577064761,0.22515125735765823,6.190615916297958,7.0805665885425,109.50355359687585,35.07967606933162,199.18171744811676,807.7115835977623,527.5605634967164,1224.5180339312556,0.2004507029183007,5.6708660214692035,6.547378982906911,91.27336044542548,33.38192428008328,176.4208470285675,706.6752306291708,503.38420396201684,1126.7775340935082
2004,0.15792505060107867,4.632807503104905,5.254861199078917,76.23902276071297,31.759466899380918,155.2284244715268,629.5644090810495,473.2982634731905,1048.2279094506289,0.2148369304080504,6.100431596938282,6.991836763895689,109.42537943487991,35.18637935308166,199.61694158844224,807.8389101103564,524.2698559500336,1223.6662224872123,0.18985770749803493,5.584035469161226,6.45694732383496,91.60152678159892,33.529600808751965,176.75934964574623,711.766567060088,501.1448424828892,1128.418383124957
2005,0.1530223687207307,4.59333289090192,5.241022596737752,77.12455614089274,31.988103892178163,156.6334943930811,634.8393872041189,476.2740603622539,1057.4247706291565,0.20767304085984478,6.134120946494905,7.0089763703356,109.73752334660685,35.506129199129475,201.5279411982752,812.7747166179431,527.1084803853806,1229.6560523903497,0.18437395280826824,5.585814402861777,6.469442960799812,92.09370892618213,33.8046886209403,178.12911460837628,718.8548896105439,503.2103414058398,1136.0948574033448
2006,0.15414285203873518,4.6684944330346205,5.273651552684449,79.10208370379331,32.39476233923108,163.37482494335504,658.488371822899,481.329460209434,1080.8377062629265,0.2107822208270512,6.281685584659173,7.166486650409506,111.62400115251083,35.781921636788624,207.69365026330837,827.4886665562084,531.0063372038692,1243.9993845302292,0.1868689605541453,5.700095055782385,6.6057828490593,94.00384661741008,34.13857074643448,185.0413939875268,737.4650908436837,507.3651529790921,1155.4141240868864
2007,0.1493112123696942,4.72510070854863,5.343723207440534,82.6390817528127,33.00086768360126,176.88837820818384,695.218897651704,486.68116571265347,1116.4706208520588,0.20635091352223922,6.421585804992285,7.30901052360755,115.79386859637108,36.34495704940286,221.68065611731467,856.8116796635901,536.5728778621409,1273.4893648378072,0.18221333588666164,5.803740011222557,6.727925947246909,97.87248741423524,34.71209142911289,199.3716149472201,771.397912989879,512.8675267369538,1189.0257190028626
2008,0.1440194155734345,4.744803877610117,5.3675239736658,87.1024346110788,33.57451008832132,194.14841305755866,735.34326589206,492.7510700857495,1158.666346429348,0.1975433965309151,6.461057385191703,7.389640720491814,120.54492662450909,37.0393426006875,239.38825142010515,896.6299864977248,544.3110793719281,1308.0541999547982,0.1760440084486375,5.8239854367809984,6.7493438113371385,102.58417219722344,35.36681381227984,216.68890809878926,811.721497621246,519.6471924645091,1229.1787983318704
2009,0.14030683210486422,4.77327138637094,5.334466656009021,91.12654371646389,34.119153499660804,207.82881548655422,773.6853729892701,498.4051787019277,1194.8107799135503,0.1963187478278458,6.530470175684991,7.471077263551433,124.83738940414189,37.75850534457301,255.96985622014085,933.7549370325144,551.9004167827236,1342.1313223605528,0.17429168286481797,5.872099294865263,6.812562306885073,106.92959631760228,36.00351290664241,232.31714641396312,848.8303956844593,526.2434901994745,1266.090754367374
2010,0.13394128408940983,4.697896905898313,5.291838828974989,93.74535911040996,34.7576883366823,215.6579629154753,798.5162975258071,505.81604524341054,1223.503063004886,0.1888038648461721,6.525929133498718,7.458190210997351,127.94183472448351,38.58641565266026,266.23792367127294,957.245585491333,560.4443028942335,1368.2450539911206,0.16734281523721,5.850640313137541,6.785131121578876,109.7447003755075,36.68630064976938,241.8965519457801,873.3297863474656,533.9852853255535,1292.962004488682
2011,0.13452755315836065,4.815586440754783,5.386515799802121,95.50161673333233,35.30015399333436,220.83501835281064,813.5014488919414,513.0937944995472,1242.4790797082508,0.18881461410076236,6.634793566070341,7.587511671767925,129.24718477652112,39.1425708004954,270.02784572005874,971.0957549088164,567.3959205415883,1384.2522797853203,0.16699893812366123,5.953107208257772,6.911530512654089,111.48761873280345,37.26704049478509,246.40441627506848,887.4912719544075,540.6846996283941,1309.881365219417
2012,0.1324703020259361,4.782929325749975,5.403328052883035,97.27033552311232,35.88569884543977,225.6269217255598,826.5737257845034,519.59019071403,1258.3950278998423,0.18860880988432496,6.631618111768224,7.600778904014183,130.4641506287401,39.78557550107669,274.15353011524644,983.349250754441,576.6558941238003,1401.9795989595427,0.16634727239101998,5.956575118393187,6.923955508149237,113.30211281137845,37.92567682188812,250.8171543787527,900.57822072829,548.3986055978125,1327.0071029127707
2013,0.13467550550451846,4.884884098250661,5.5039777244271635,98.6755138735012,36.36356696950187,229.40075797025125,836.0765044368521,525.1598801554699,1273.0724206522505,0.19046995064639488,6.764173069942585,7.71289858281196,131.70217866735084,40.45977402761246,279.28487774114444,994.6386006763274,585.5419694867943,1418.6976952216714,0.1679391706902957,6.051162916231619,7.041485712563386,114.93250944120848,38.54061975662178,254.97336754430958,911.9360392134843,556.0664005100208,1342.5205623880174
2014,0.13849281857755755,5.021501280769567,5.6606691021580815,99.678287851427,36.72589003916272,232.71160885486205,844.3482099536556,529.9220467628676,1282.018155204622,0.1982219331376508,6.9257416441892445,7.896507495870109,132.42614138401015,41.04177831694578,282.9237515348469,1003.1212260357701,590.9324089087177,1431.3016968440809,0.17460413093824645,6.1804881734389685,7.203027673775464,116.05295633992382,39.05991949908261,258.5480907095214,920.5644039203838,562.122132317753,1354.4170807401429
2015,0.13620703420467226,5.123621965464336,5.779755308266422,100.1926597979264,37.133117270819795,235.58270231523596,847.7324642791306,536.2087950408661,1290.3393467813096,0.19572283245012223,7.057515046243371,8.06660038341588,133.01296821085992,41.63569498041353,287.2301281890724,1008.507460208151,598.8211061748458,1441.2624463837233,0.17299560045392445,6.298157853291463,7.33120008033911,116.37057331206935,39.56122489164308,261.76113203003786,926.2486472472863,568.3367636173448,1364.526582383185
2016,0.1359766867184946,5.125760670139462,5.783839930714181,98.00325337323257,36.923354446947734,237.58570349314058,847.7156235932489,532.4286461543418,1289.1758398513534,0.19174133042201147,7.037062526076726,8.03770261191568,130.8965730329121,41.5844548241984,290.52294578808693,1018.1836186371153,597.1184064828815,1447.866129648546,0.1692650967519677,6.260410829168677,7.290566321852554,113.77367898593361,39.45095799327713,263.7100026040581,927.8521316803456,566.1667751056943,1364.9365711757423
2017,0.13105386619685278,5.06092642169476,5.735905822352413,95.46503721855332,36.8158301177248,237.69320105207004,847.2013838730439,531.1613112387383,1291.4250850817812,0.19925041906994242,7.300355005547471,8.45759865643458,128.95230919895351,41.91748320846895,293.8652181675478,1025.7491939692827,602.7088381589947,1458.8242127264512,0.16841757753302938,6.2958821026294185,7.328708580238614,111.02541399350223,39.48033465022357,265.8693259398764,931.1889932745983,568.788657997921,1370.4463576739913
2018,0.13349412389165569,5.234604523536769,5.890129260121727,95.87363032395079,37.42712024456701,237.37259902520572,854.3295635015309,544.7282303560053,1308.098041861788,0.20433702849507407,7.6122525532508645,8.857305207471601,130.47944564900354,42.66662844125634,294.8965749246388,1048.404551630596,616.5605368847666,1489.318656846316,0.1691711743789322,6.4761860938206555,7.541692441419597,111.72945953419055,40.205416832674004,266.6232385249925,947.6062485290468,582.7412190165934,1396.3142116851986
2019,0.13037768766567479,5.263250587100936,5.9485190439540325,97.03815441899323,38.10555180475886,233.3404240382108,868.1682307835938,557.1687608660487,1334.7734136422175,0.21104644278979207,8.07411771422417,9.402779510734428,134.42653630192262,43.524402942358215,295.91844053717443,1094.7950494276583,632.4254300929787,1537.8346101420732,0.171899816385125,6.722380303852697,7.814714920895358,114.62507394835268,40.9691453965772,263.89434712916136,976.8139095566348,596.789167354732,1433.1468893219178
